,Title,Lyric,Age Class tag,processed_lyric,cluster
142,Lirik Lagu Jangan Memilih Aku Feat Syahrini - Anan,[syahrini]terenggut hatiku terpanah asmara sedih suka sirna sudah bila kau jadi milikku memang lukaku belum sembuh semua juga dukaku belum sirna semua[anang hermansyah]jangan memilih aku bila kau tak sanggup setia kau tak mengerti aku diriku yang pernah terluka[syahrini]jangan memilih aku bila kau tak bisa setia kau tak mengerti aku diriku yang pernah terluka cinta[anang hermansyah]terenggut hatiku terpanah asmara sedih suka sirna sudah bila kau jadi milikku memang lukaku belum sembuh semua juga dukaku belum sirna semua[syahrini]jangan memilih aku bila kau tak sanggup setia kau tak mengerti aku diriku yang pernah terluka[anang hermansyah]jangan memilih aku bila kau tak bisa setia kau tak mengerti aku diriku[anang hermansyah & syahrini]yang pernah terluka cinta ku pernah terluka hasrat ini mau hati tak mau pisah darimu jangan memilih aku bila kau tak sanggup setia kau tak mengerti aku diriku yang pernah terluka jangan memilih aku bila kau tak sanggup setia kau tak mengerti aku diriku yang pernah terluka kau tak mengerti aku diriku yang pernah terluka cinta jangan memilih aku jangan memilih aku,dewasa,syahrini renggut hati panah asmara sedih suka sirna sudah bila kau jadi milik memang luka belum sembuh semua juga duka belum sirna semua anang hermansyah jangan pilih aku bila kau tak sanggup setia kau tak erti aku diri yang pernah luka syahrini jangan pilih aku bila kau tak bisa setia kau tak erti aku diri yang pernah luka cinta anang hermansyah renggut hati panah asmara sedih suka sirna sudah bila kau jadi milik memang luka belum sembuh semua juga duka belum sirna semua syahrini jangan pilih aku bila kau tak sanggup setia kau tak erti aku diri yang pernah luka anang hermansyah jangan pilih aku bila kau tak bisa setia kau tak erti aku diri anang hermansyah syahrini yang pernah luka cinta ku pernah luka hasrat ini mau hati tak mau pisah dari jangan pilih aku bila kau tak sanggup setia kau tak erti aku diri yang pernah luka jangan pilih aku bila kau tak sanggup setia kau tak erti aku diri yang pernah luka kau tak erti aku diri yang pernah luka cinta jangan pilih aku jangan pilih aku,3
143,Lirik Lagu Jangan Tunda Tunda - Trio Macan,"bilang saja kau mau, bilang saja kau suka bilang saja dikau cinta kepadaku tak usah kau gugup, tak usah kau tahan-tahan bilang saja kau rindu, bilang saja kau sayang bilang saja dikau belahan hatiku tak usah kau gugup, tak usah kau tahan, sayang buatlah aku percaya, buatlah aku bahagia ke bulan engkau pasti akan ku bawa ke bintang kita juga pergi bersama di puncak cinta kita nikmat berdua ke surga madu bunga yang kau rasakan jangan tunda-tunda, jangan tunda-tunda jangan lagi kau tunda jangan tunda-tunda, jangan tunda-tunda jangan lagi kau tunda bilang saja kau rindu, bilang saja kau sayang bilang saja dikau belahan hatiku tak usah kau gugup, tak usah kau tahan, sayang buatlah aku percaya, buatlah aku bahagia ke bulan engkau pasti akan ku bawa ke bintang kita juga pergi bersama di puncak cinta kita nikmat berdua ke surga madu bunga yang kau rasakan jangan tunda-tunda, jangan tunda-tunda jangan lagi kau tunda jangan tunda-tunda, jangan tunda-tunda jangan lagi kau tunda
",dewasa,bilang saja kau mau bilang saja kau suka bilang saja dikau cinta kepada tak usah kau gugup tak usah kau tahan bilang saja kau rindu bilang saja kau sayang bilang saja dikau bahan hati tak usah kau gugup tak usah kau tahan sayang buat aku percaya buat aku bahagia ke bulan engkau pasti akan ku bawa ke bintang kita juga pergi sama di puncak cinta kita nikmat dua ke surga madu bunga yang kau rasa jangan tunda jangan tunda jangan lagi kau tunda jangan tunda jangan tunda jangan lagi kau tunda bilang saja kau rindu bilang saja kau sayang bilang saja dikau bahan hati tak usah kau gugup tak usah kau tahan sayang buat aku percaya buat aku bahagia ke bulan engkau pasti akan ku bawa ke bintang kita juga pergi sama di puncak cinta kita nikmat dua ke surga madu bunga yang kau rasa jangan tunda jangan tunda jangan lagi kau tunda jangan tunda jangan tunda jangan lagi kau tunda,3
144,Lirik Lagu Jejaka - Dina Mariana,"jejaka yang simpati penuh kelembutan kau getarkan rasa rindu dalam hati ini jejaka kaulah awal dari segalanya perasaan bagai melayang di atas sana tak terlukiskan ku diam-diam diam dan malu-malu di depanmu tapi getaran rindu di dalam hatiku membara hu uu jejaka mungkin hati ini masih malu kau kutunggu di malam-malam yang sepi ini oh kekasihku jejaka yang simpati penuh kelembutan kau getarkan rasa rindu dalam hati ini jejaka mungkin hati ini masih malu kau kutunggu di malam-malam yang sepi ini kekasihku

",dewasa,jejaka yang simpati penuh lembut kau getar rasa rindu dalam hati ini jejaka kau awal dari segala asa bagai layang di atas sana tak lukis ku diam diam dan malu di depan tapi getar rindu di dalam hati bara hu uu jejaka mungkin hati ini masih malu kau tunggu di malam yang sepi ini oh kasih jejaka yang simpati penuh lembut kau getar rasa rindu dalam hati ini jejaka mungkin hati ini masih malu kau tunggu di malam yang sepi ini kasih,3
145,Lirik Lagu Jesika (Jelas Seksi Tapi Katro) - Irma ,banyak orang bilang aku ini tak cantik banyak orang bilang aku ini tak seksi tapi tak mengapa itu tak masalah yang penting ku bukan jesika jesika jelas seksi tapi katro senangnya selalu di gombalin cowok jesika jelas seksi tapi katro modal tampang tapi otak ora ono jesika jelas seksi tapi katro ngakunya selalu masih jomblo jesika jelas seksi tapi katro sok up to date biar gak di bilang deso tak perlu cantik tuk dapatkan bang joni tak perlu seksi tuk dapatkan bang jono ono... ono... ono oniono onii ono...o jesika jelas seksi tapi katro senangnya selalu di gombalin cowok jesika jelas seksi tapi katro modal tampang tapi otak ora ono jesika jelas seksi tapi katro ngakunya selalu masih jomblo jesika jelas seksi tapi katro sok up to date biar gak di bilang deso banyak orang bilang aku ini tak cantik banyak orang bilang aku ini tak seksi tapi tak mengapa itu tak masalah yang penting ku bukan jesika tak perlu cantik tuk dapatkan bang joni tak perlu seksi tuk dapatkan bang jono ono... ono... ono oniono onii ono...o,dewasa,banyak orang bilang aku ini tak cantik banyak orang bilang aku ini tak seksi tapi tak mengapa itu tak masalah yang penting ku bukan jesika jesika jelas seksi tapi katro senang selalu di gombalin cowok jesika jelas seksi tapi katro modal tampang tapi otak ora ono jesika jelas seksi tapi katro ngakunya selalu masih jomblo jesika jelas seksi tapi katro sok up to date biar gak di bilang deso tak perlu cantik tuk dapat bang joni tak perlu seksi tuk dapat bang jono ono ono ono oniono onii ono o jesika jelas seksi tapi katro senang selalu di gombalin cowok jesika jelas seksi tapi katro modal tampang tapi otak ora ono jesika jelas seksi tapi katro ngakunya selalu masih jomblo jesika jelas seksi tapi katro sok up to date biar gak di bilang deso banyak orang bilang aku ini tak cantik banyak orang bilang aku ini tak seksi tapi tak mengapa itu tak masalah yang penting ku bukan jesika tak perlu cantik tuk dapat bang joni tak perlu seksi tuk dapat bang jono ono ono ono oniono onii ono o,2
146,Lirik Lagu Jupe Paling Suka 69 - Julia Perez,kau elus-elus tubuhku kau belai-belai rambutku terpejam-pejam mataku aduh aduh aduh nikmatnya duh aduh aduh asiknya desah indahmu menusuk kalbu kau elus-elus tubuhku kau belai-belai rambutku oh yes sungguh nikmatnya oh yes sungguh bahagia suka suka jupe paling suka kasih sayangmu luar biasa gairah cinta 69 suka suka jupe paling suka kau buat aku tak berdaya gairah cinta pun membara halus halus halusnya selembut sutra irama gaya kamasutra ala india kau elus-elus tubuhku kau belai-belai rambutku oh sungguh nikmatnya oh sungguh bahagia suka suka jupe paling suka kasih sayangmu luar biasa gairah cinta 69 suka suka jupe paling suka kau buat aku tak berdaya gairah cinta pun membara halus halus halusnya selembut sutra irama gaya kamasutra ala india,dewasa,kau elus tubuh kau belai rambut pejam mata aduh aduh aduh nikmat duh aduh aduh asiknya desah indah tusuk kalbu kau elus tubuh kau belai rambut oh yes sungguh nikmat oh yes sungguh bahagia suka suka jupe paling suka kasih sayang luar biasa gairah cinta 69 suka suka jupe paling suka kau buat aku tak daya gairah cinta pun bara halus halus halus lembut sutra irama gaya kamasutra ala india kau elus tubuh kau belai rambut oh sungguh nikmat oh sungguh bahagia suka suka jupe paling suka kasih sayang luar biasa gairah cinta 69 suka suka jupe paling suka kau buat aku tak daya gairah cinta pun bara halus halus halus lembut sutra irama gaya kamasutra ala india,3
147,Lirik Lagu Pamit - Tulus,tubuh saling bersandar ke arah mata angin berbeda kau menunggu datangnya malam saat ku menanti fajar sudah coba berbagai cara agar kita tetap bersama yang tersisa dari kisah ini hanya kau takut kuhilang perdebatan apapun menuju kata pisah jangan paksakan genggamanmu izinkan aku pergi dulu yang berubah hanya tak lagi kumilikmu kau masih bisa melihatku kau harus percaya kutetap teman baikmu sudah coba berbagai cara agar kita tetap bersama yang tersisa dari kisah ini hanya kau takut kuhilang perdebatan apapun menuju kata pisah jangan paksakan genggamanmu yang berubah hanya tak lagi kumilikmu kau harus percaya ku tetap teman baikmu izinkan aku pergi dulu yang berubah hanya tak lagi kumilikmu kau masih bisa melihatku kau harus percaya ku tetap teman baikmu,dewasa,tubuh saling sandar ke arah mata angin beda kau tunggu datang malam saat ku nanti fajar sudah coba bagai cara agar kita tetap sama yang sisa dari kisah ini hanya kau takut hilang debat apa tuju kata pisah jangan paksa genggam izin aku pergi dulu yang ubah hanya tak lagi milik kau masih bisa lihat kau harus percaya tetap teman baik sudah coba bagai cara agar kita tetap sama yang sisa dari kisah ini hanya kau takut hilang debat apa tuju kata pisah jangan paksa genggam yang ubah hanya tak lagi milik kau harus percaya ku tetap teman baik izin aku pergi dulu yang ubah hanya tak lagi milik kau masih bisa lihat kau harus percaya ku tetap teman baik,3
148,Lirik Lagu Ketagihan - Julia Perez,lagi dong mau dong peluk-peluk lagi dong ayo dong cumbu dong belai-belai lagi dong cium dong kecup dong cubit-cubit sayang dong kitik dong remas dong jari jemariku dong asik pacaran dua-duaan di bawah terang rembulan sayang-sayangan mesra-mesraan sekarang ku ketagihan lagi dong mau dong peluk-peluk lagi dong ayo dong cumbu dong belai-belai lagi dong cium dong kecup dong cubit-cubit sayang dong kitik dong remas dong jari jemariku dong asik pacaran dua-duaan di bawah terang rembulan sayang-sayangan mesra-mesraan sekarang ku ketagihan,dewasa,lagi dong mau dong peluk lagi dong ayo dong cumbu dong belai lagi dong cium dong kecup dong cubit sayang dong kitik dong remas dong jari jemari dong asik pacar dua di bawah terang rembulan sayang mesra sekarang ku tagih lagi dong mau dong peluk lagi dong ayo dong cumbu dong belai lagi dong cium dong kecup dong cubit sayang dong kitik dong remas dong jari jemari dong asik pacar dua di bawah terang rembulan sayang mesra sekarang ku tagih,0
149,Lirik Lagu Kupinang Kau Dengan Bismillah Feat Ross,"tuhan memberikanku cinta untuk ku persembahkan hanyalah padamu dia anugerahkanku kasih hanya untuk berkasih berbagi denganmu atas restu allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu allah ku mencintai dirimu ku pinang kau dengan bismillah hampa terasa bila ku tanpamu hidupku terasa mati jika ku tak bersamamu hanya dirimu satu yang aku inginkan ku bersumpah sampai mati hanyalah dirimu (hanyalah dirimu)atas restu allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu allah ku mencintai dirimu ku pinang kau dengan bismillah atas restu allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu allah ku mencintai dirimu ku pinang kau dengan bismillah
",dewasa,tuhan beri cinta untuk ku sembah hanya pada dia anugerah kasih hanya untuk kasih bagi dengan atas restu allah ku ingin milik ku harap kau jadi yang akhir untuk restu allah ku cinta diri ku pinang kau dengan bismillah hampa asa bila ku tanpa hidup asa mati jika ku tak sama hanya diri satu yang aku ingin ku sumpah sampai mati hanya diri hanya diri atas restu allah ku ingin milik ku harap kau jadi yang akhir untuk restu allah ku cinta diri ku pinang kau dengan bismillah atas restu allah ku ingin milik ku harap kau jadi yang akhir untuk restu allah ku cinta diri ku pinang kau dengan bismillah,1
150,Lirik Lagu Lelaki Kardus - Achmat Sawadi,bapakku kawin lagi aku ditinggalin aku sakit hati ibuku diduain ibuku minta cerai tapi dipukulin bapakku pengkhianat ibuku dibohongin lelaki kardus lelaki karpet lelaki kencrot lelaki bangkrut lelaki m**cret lelaki karbet lelaki b***sat,dewasa,bapak kawin lagi aku ditinggalin aku sakit hati ibu diduain ibu minta cerai tapi dipukulin bapak khianat ibu dibohongin lelaki kardus lelaki karpet lelaki kencrot lelaki bangkrut lelaki m cret lelaki karbet lelaki b sat,0
151,Lirik Lagu Maaf Kamu Hamil Duluan - Ageng Kiwi,"kau yang duluan datang padaku kau yang duluan menghampiriku kau yang pegang-pegang malu-malu mau akhirnya kupun jadi tersipu bila semua sudah terlanjur terlanjur terjadi ya terlanjur kau hamil duluan padahal pacaran aku jadi sedih campur senang maaf kamu hamil duluan sudah masuk tiga bulan jalan kadang aku senang, kadang aku bimbang aku gak nyangka ku sudah jadi ayah tenang tenanglah sayang aku pasti datang tuk melamar tak mungkin ku lari dari kenyataan kamu yang mau, akupun juga mau syalalalala maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a kau yang duluan datang padaku kau yang duluan menghampiriku kau yang pegang-pegang malu-malu mau akhirnya kupun jadi tersipu bila semua sudah terlanjur terlanjur terjadi ya terlanjur kau hamil duluan padahal pacaran aku jadi sedih campur senang maaf kamu hamil duluan sudah masuk tiga bulan jalan kadang aku senang, kadang aku bimbang aku gak nyangka ku sudah jadi ayah tenang tenanglah sayang aku pasti datang tuk melamar tak mungkin ku lari dari kenyataan kamu yang mau, akupun juga mau syalalalala maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a ya a a nanananananana heiii",dewasa,kau yang duluan datang pada kau yang duluan hampir kau yang pegang malu mau akhir pun jadi sipu bila semua sudah lanjur lanjur jadi ya lanjur kau hamil duluan padahal pacar aku jadi sedih campur senang maaf kamu hamil duluan sudah masuk tiga bulan jalan kadang aku senang kadang aku bimbang aku gak nyangka ku sudah jadi ayah tenang tenang sayang aku pasti datang tuk lamar tak mungkin ku lari dari nyata kamu yang mau aku juga mau syalalalala maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a kau yang duluan datang pada kau yang duluan hampir kau yang pegang malu mau akhir pun jadi sipu bila semua sudah lanjur lanjur jadi ya lanjur kau hamil duluan padahal pacar aku jadi sedih campur senang maaf kamu hamil duluan sudah masuk tiga bulan jalan kadang aku senang kadang aku bimbang aku gak nyangka ku sudah jadi ayah tenang tenang sayang aku pasti datang tuk lamar tak mungkin ku lari dari nyata kamu yang mau aku juga mau syalalalala maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a maaf kamu hamil duluan hei hei maaf kamu hamil duluan ya a a ya a a nanananananana heiii,2
152,Lirik Lagu Malam Pertama - Rossa,takan pernah ku menyalahi cinta yang ku jaga hanya untuk satu kasih yang terakhir dan yang pasti untuk selamanya kesetiaan kan teruji ku tak mau menyerahkan semua di awal bila belum ada satu kepastian suatu kesan akhirnya kau mencintaiku hanya untuk malam pertama malam pertama kan ku serahkan pada cintaku yang hanyalah untukmu dan ku ingin kau menghargai semua dan kepatuhanmu kan kepuasan semata cintaku bukan tanpa hayatku ku ingin semua terjadi dengan restu dalam pelukmu tersenyum penuh arti jangan pernah ada ucap perpisahan jiwa raga ini tak lari kemana bila memang aku adalah kasihmu takkan berguna bila lakukan lebih awal ku inginkan malam pertama,dewasa,tak pernah ku salah cinta yang ku jaga hanya untuk satu kasih yang akhir dan yang pasti untuk lama setia kan uji ku tak mau serah semua di awal bila belum ada satu pasti suatu kesan akhir kau cinta hanya untuk malam pertama malam pertama kan ku serah pada cinta yang hanya untuk dan ku ingin kau harga semua dan patuh kan puas semata cinta bukan tanpa hayat ku ingin semua jadi dengan restu dalam peluk senyum penuh arti jangan pernah ada ucap pisah jiwa raga ini tak lari mana bila memang aku adalah kasih tak guna bila laku lebih awal ku ingin malam pertama,1
153,Lirik Lagu Mandul (feat. Elvi Sukaesih) - Rhoma Ir,"wanita:sepuluh tahun sudah kita berumah tangga tapi belum juga mendapatkan putra pria:jangan kau sedih jangan berduka mohon pada-nya dalam berdoa wanita:sebagai seorang isteri ku merasa sedihku takut dirimu kecewa padaku pria:cintaku padamu tak akan pudar walau seumur hidupmu dalam kemandulan cintaku padamu tak akan pudar walau seumur hidupmu dalam kemandulan wanita:kurasa tiada sempurna kebahagiaan kita tanpa adanya seorang putra belahan jiwa
",dewasa,wanita puluh tahun sudah kita rumah tangga tapi belum juga dapat putra pria jangan kau sedih jangan duka mohon pada dalam doa wanita bagai orang isteri ku rasa sedih takut diri kecewa pada pria cinta pada tak akan pudar walau umur hidup dalam mandul cinta pada tak akan pudar walau umur hidup dalam mandul wanita rasa tiada sempurna bahagia kita tanpa ada orang putra bahan jiwa,2
